label,year,message
fraud,2016,"your,mobile,no,was,awarded,2000,inr,bonus,caller,prize,on,590021,this,is,our,final,try,to,contact,u,download,xyz,application,to,get,it"
fraud,2016,"todays,vodafone,numbers,ending,7548,are,selected,to,receive,a,350,award,if,you,have,a,match,please,call,08712300220,quoting,claim,code,4041,standard,rates,app"
fraud,2018,"sunshine,quiz,weekly,quize,win,a,top,sony,dvd,call,789654123"
fraud,2022,"customer,service,annoncement,you,have,a,new,years,delivery,waiting,for,you,please,call,07046744435,now,to,arrange,delivery"
fraud,2024,"you,are,a,winner,you,have,been,specially,selected,to,receive,1000,cash,or,a,4,holiday,flights,inc,speak,to,a,live,operator,to,claim,0871277810810"
fraud,2021,"sir,i,need,axis,bank,account,number,and,bank,address"
fraud,2016,"please,call,our,customer,service,representative,on,freephone,0808,145,4742,between,9am11pm,as,you,have,won,a,guaranteed,1000,rupees,cash,or,5000,prize"
fraud,2024,"congratulations,you,are,awarded,500,of,cd,vouchers,or,125gift,guaranteed,free,entry,to,100,wkly,draw,txt,music,to,87066,tncs,wwwldewcom1win150ppmx3age16"
fraud,2012,"we,tried,to,contact,you,are,your,reply,to,our,offer,of,a,video,handset,750,anytime,networks,mins,unlimited,text,camcorder"
fraud,2023,"hey,i,am,really,horny,want,to,chat,or,see,me,naked,text,hot,to,69698,text,charged,at,150pm,to,unsubscribe,text,stop,69698"
fraud,2017,"your,ringtone,service,has,changed,25,free,credits,go,to,club4mobilescom,to,choose,content,now,stop"
fraud,2025,"ringtone,club,get,the,uk,singles,chart,on,your,mobile,each,week,and,choose,any,top,quality,ringtone,this,message,is,free,of,charge"
fraud,2019,"themob,check,out,our,newest,selection,of,content,games,tones,gossip,babes,and,sport,keep,your,mobile,fit,and,funky,text,wap,to,82468"
fraud,2023,"think,your,smart,win,200,this,week,in,our,weekly,quiz,text,play,to,85222,nowtcs,winnersclub,po,box,84,m26,3uz,16,gbp150week"
fraud,2019,"valentines,day,special,win,over,1000,in,our,quiz,and,take,your,partner,on,the,trip,of,a,lifetime,send,go,to,83600,now,150pmsg,received,custcare08718720201"
fraud,2025,"congratulations,you,are,awarded,500,of,cd,vouchers,or,125gift,guaranteed,free,entry,2,100,wkly,draw,txt,music,to,87066,tncs,wwwldewcom1win150ppmx3age16"
fraud,2016,"you,are,cashbalance,is,currently,500,inr,to,maximize,ur,cashin,now,send,cash,to,86688,only,150pmsg,cc,08708800282,hgsuite3422lands,roww1j6hl"
fraud,2019,"thanks,for,your,ringtone,order,reference,t91,you,will,be,charged,gbp,4,per,week,you,can,unsubscribe,at,anytime,by,calling,customer,services,on,09057039994"
fraud,2015,"double,mins,and,texts,for,six,months,free,bluetooth,on,orange,available,on,sony,nokia,motorola,phones,call,mobileupd8,on,08000839402,or,call2optoutn9dx"
fraud,2020,"four,months,half,price,orange,line,rental,latest,camera,phones,4,free,had,your,phone,11mths,call,mobilesdirect,free,on,08000938767,to,update,now"
fraud,2023,"free,entry,into,our,250,weekly,competition,just,text,the,word,win,to,80086,now,18,tc,wwwtxttowincouk"
fraud,2019,"send,a,logo,your,lover,two,names,joined,by,a,heart,text,love,name1,name2,mobno,eg,love,adam,eve,07123456789,to,87077,yahoo,pobox36504w45wq,txtno,4,no,ads,150p"
fraud,2017,"someone,has,contacted,our,dating,service,and,entered,your,phone,because,they,fancy,you,to,find,out,who,it,is,call,from,a,landline,09111032124,pobox12n146tf150p"
fraud,2025,"booked,ticket,for,pongal"
fraud,2019,"you,available,now,i'm,like,right,around,hillsborough,amp,ltgt,th"
fraud,2021,"ok,mail,dear,dave,this,is,your,final,notice,to,collect,your,4,tenerife,holiday,or,5000,cash,award,call,09061743806,from,landline"
fraud,2015,"free,message,activate,your,500,free,text,messages,by,replying,to,this,message,with,the,word,free,for,terms,conditions,visit,www07781482378com"
fraud,2024,"urgent,your,mobile,number,was,awarded,a,2000,bonus,caller,prize,on,020903,this,is,our,second,attempt,to,contact,you,call,08718729755,box95qu"
fraud,2020,"today's,offer,claim,your,150,worth,of,discount,vouchers,text,yes,to,85023,now,savamob,member,offers,mobile,t,cs,08717898035,300,sub,16,unsub,reply,x"
fraud,2016,"you,will,recieve,your,tone,within,the,next,24hrs,for,terms,and,conditions,please,see,channel,you,teletext,pg,750"
fraud,2020,"you,have,won,1000,cash,or,a,2000,prize,to,claim,call,09050000327"
fraud,2024,"our,mobile,number,has,won,5000,to,claim,calls,us,back,or,ring,the,claims,hot,line,on,09050005321"
fraud,2025,"we,tried,to,contact,you,are,your,reply,to,our,offer,of,750,mins,150,textand,a,new,video,phone,call,08002988890,now,or,reply,for,free,delivery,tomorrow"
fraud,2019,"for,your,chance,to,win,a,250,wkly,shopping,spree,text,shop,to,80878,t'sc's,wwwtxt2shopcom,custcare,08715705022,1x150pwk"
fraud,2016,"you,have,been,specially,selected,to,receive,a,2000,pound,award,call,08712402050,before,the,lines,close,cost,10ppm,16,tcs,apply,ag,promo"
fraud,2023,"you,have,an,important,customer,service,announcement,call,freephone,0800,542,0825,now"
fraud,2024,"speaking,of,does,he,have,any,cash,yet"
fraud,2020,"22,days,to,kick,off,for,euro2004,you,will,be,kept,up,to,date,with,the,latest,news,and,results,daily,to,be,removed,send,get,txt,stop,to,83222"
fraud,2017,"todays,vodafone,numbers,ending,with,4882,are,selected,to,a,receive,a,350,award,if,your,number,matches,call,09064019014,to,receive,your,350,award"
fraud,2021,"you,have,won,1000,cash,or,a,2000,prize,to,claim,call,09050000327"
fraud,2015,"hi,i'm,sure,i,am,20,years,old,and,work,as,a,lapdancer,i,love,sex,text,me,live,i'm,i,my,bedroom,now,text,sue,to,89555,by,textoperator,g2,1da,150ppmsg,18"
fraud,2014,"save,yourself,the,stress,if,the,person,has,a,dorm,account,just,send,your,account,details,and,the,money,will,be,sent,to,you"
fraud,2015,"you,have,won,a,guaranteed,1000,cash,or,a,2000,prize,to,claim,yr,prize,call,our,customer,service,representative,on,08714712394,between,10am7pm"
fraud,2025,"you,are,awarded,a,city,break,and,could,win,a,200,summer,shopping,spree,every,week,text,store,to,88039"
fraud,2019,"you,have,an,important,customer,service,announcement,from,premier,call,freephone,0800,542,0578,now"
fraud,2017,"congratulations,your,awarded,either,500,of,cd,gift,vouchers,free,entry,to,our,100,weekly,draw,text,music,to,87066"
fraud,2017,"you,have,a,secret,admirer,reveal,who,thinks,you,are,so,special,call,09065174042,to,opt,out,reply,reveal,stop,150,per,message,record,customer,care,07821230901"
fraud,2016,"dear,voucher,holder,to,claim,this,weeks,offer,at,you,pc,please,go,to,httpwwwetlpcoukexpressoffer,tscs,apply,to,stop,texts,txt,stop,to,80062"
fraud,2024,"do,you,want,750,anytime,any,network,mins,150,text,and,a,new,video,phone,for,only,five,pounds,per,week,call,08002888812,or,reply,for,delivery,tomorrow"
fraud,2020,"urgent,call,09066350750,from,your,landline,your,complimentary,4,ibiza,holiday,or,10000,cash,await,collection,sae,tcs,po,box,434,sk3,8wp,150,ppm,18"
fraud,2024,"talk,sexy,make,new,friends,or,fall,in,love,in,the,worlds,most,discreet,text,dating,service,just,text,vip,to,83110,and,see,who,you,could,meet"
fraud,2021,"private,your,2003,account,statement,for,07808,xxxxxx,shows,800,unredeemed,s,i,m,points,call,08719899217,identifier,code,41685,expires,071104"
fraud,2013,"hello,we,need,some,posh,birds,and,chaps,to,user,trial,prods,for,champneys,can,i,put,you,down,i,need,your,address,and,dob,asap"
fraud,2022,"what,do,you,want,for,xmas,how,about,100,free,text,messages,a,new,video,phone,with,half,price,line,rental,call,free,now,on,0800,0721072,to,find,out,more"
fraud,2025,"shop,till,you,drop,is,it,you,either,10k,5k,500,cash,or,100,travel,voucher,call,now,09064011000,ntt,po,box,cr01327bt,fixedline,cost,150ppm,mobile,vary"
fraud,2025,"sunshine,quiz,wkly,q,win,a,top,sony,dvd,player,if,u,know,which,country,liverpool,played,in,mid,week,txt,ansr,to,82277,150,sptyrone"
fraud,2024,"reminder,you,have,not,downloaded,the,content,you,have,already,paid,for,goto,httpdoit,mymoby,tv,to,collect,your,content"
fraud,2022,"your,free,ringtone,is,waiting,to,be,collected,simply,text,the,password,mix,to,85069,to,verify,get,usher,and,britney"
fraud,2023,"dear,matthew,please,call,09063440451,from,a,landline,your,complimentary,4lux,tenerife,holiday,or,1000,cash,await,collection"
fraud,2015,"how,about,getting,in,touch,with,folks,waiting,for,company,just,text,back,your,name,and,age,to,opt,in,enjoy,the,community,150psms"
fraud,2021,"your,cashbalance,is,currently,500,pounds,to,maximize,your,cashin,now,send,go,to,86688,only,150pmsg,cc,08718720201,po,box,11414,tcrw1"
fraud,2020,"filthy,stories,and,girls,waiting,for,your"
fraud,2024,"urgent,we,are,trying,to,contact,you,todays,draw,shows,that,you,have,won,a,800,prize,guaranteed,call,09050001808,from,land,line,claim,m95,valid12hrs,only"
fraud,2020,"what,is,your,bank,account,number"
fraud,2017,"please,call,our,customer,service,representative,on,freephone,0808,145,4742,between,9am11pm,as,you,have,won,a,guaranteed,1000,cash,or,5000,prize"
fraud,2021,"panasonic,bluetoothhdset,free,nokia,free,motorola,free,doublemins,doubletxt,on,orange,contract"
fraud,2023,"free,for,1st,week,no1,nokia,tone,for,your,mobile,every,week,just,text,nokia,to,8007,get,txting,and,tell,your,mates,wwwgetzedcouk,pobox,36504,w45wq,norm150ptone,16"
fraud,2019,"we,know,someone,who,you,know,that,fancies,you,call,09058097218,to,find,out,who"
fraud,2016,"1000's,flirting,now,txt,girl,or,bloke,ur,name,age,eg,girl,zoe,18,to,8007,to,join,and,get,chatting"
fraud,2011,"18,days,to,euro2004,kickoff,you,will,be,kept,informed,of,all,the,latest,news,and,results,daily,unsubscribe,send,get,euro,stop,to,83222"
fraud,2024,"we,have,new,local,dates,in,your,area,lots,of,new,people,registered,in,your,area"
fraud,2022,"someone,you,know,has,asked,our,dating,service,2,contact,you,can't,guess,who,call,09058091854,now,all,will,be,revealed,po,box385,m6,6wu"
fraud,2016,"urgent,we,are,trying,to,contact,you,todays,draw,shows,that,you,have,won,a,800,prize,guaranteed,call,09050003091,from,land,line,claim,c52,valid12hrs,only"
fraud,2011,"dear,you,have,been,invited,to,xchat,this,is,our,final,attempt,to,contact,you,text,chat,to,86688"
fraud,2019,"dear,subscriber,your,draw,for,100,gift,voucher,will,be,entered,on,receipt,of,a,correct,ans,when,was,elvis,presleys,birthday,txt,answer,to,80062"
fraud,2014,"449050000301,you,have,won,a,2000,price,to,claim,call,09050000301"
fraud,2016,"do,you,want,750,anytime,any,network,mins,150,text,and,a,new,video,phone,for,only,five,pounds,per,week,call,08000776320,now,or,reply,for,delivery,tomorrow"
fraud,2017,"for,taking,part,in,our,mobile,survey,yesterday,you,can,now,have,500,texts,to,use,however,you,wish,to,get,txts,just,send,text,to,80160,tc,wwwtxt43com,150p"
fraud,2013,"thank,you,winner,notified,by,sms,good,luck,no,future,marketing,reply,stop,to,84122,customer,services,08450542832"
fraud,2025,"1000's,of,girls,many,local,to,you,who,are,virgins,to,this,are,ready,to,for,flil,your,every,sexual,need,can,you,forefil,theirs,text,cute,to,69911150p,m"
fraud,2016,"sex,up,ur,mobile,with,a,free,sexy,pic,of,jordan,just,text,babe,to,88600,then,every,wk,get,a,sexy,celeb,pocketbabecouk,4,more,pics,16,3wk,087016248"
fraud,2024,"you,have,1,new,voicemail,please,call,08719181503"
fraud,2011,"win,a,year,supply,of,cds,4,a,store,of,ur,choice,worth,500,enter,our,100,weekly,draw,txt,music,to,87066,tscs,wwwldewcomsubs161win150ppmx3"
fraud,2019,"as,a,sim,subscriber,you,are,selected,to,receive,a,bonus,get,it,delivered,to,your,door,txt,the,word,ok,to,no,88600,to,claim,150pmsg,exp,30apr"
fraud,2016,"you,have,1,new,voicemail,please,call,08719181513"
fraud,2015,"no,1,nokia,tone,4,ur,mob,every,week,just,txt,nok,to,87021,1st,tone,free,so,get,txtin,now,and,tell,ur,friends,150ptone,16,reply,hl,4info"
fraud,2025,"you,are,a,winner,u,have,been,specially,selected,2,receive,1000,cash,or,a,4,holiday,flights,inc,speak,to,a,live,operator,2,claim,0871277810810"
fraud,2025,"reply,with,your,name,and,address,and,you,will,receive,by,post,a,weeks,completely,free,accommodation,at,various,global,locations,wwwphb1com,ph08700435505150p"
fraud,2021,"free,entry,into,our,250,weekly,comp,just,send,the,word,enter,to,84128,now,18,tc,wwwtextcompcom,cust,care,08712405020"
fraud,2021,"please,call,08712402779,immediately,as,there,is,an,urgent,message,waiting,for,you"
fraud,2020,"hot,live,fantasies,call,now,08707509020,just,20p,per,min,ntt,ltd,po,box,1327,croydon,cr9,5wb,0870k"
fraud,2014,"bears,pic,nick,and,tom,pete,and,dick,in,fact,all,types,try,gay,chat,with,photo,upload,call,08718730666,10pmin,2,stop,texts,call,08712460324"
fraud,2012,"500,new,mobiles,from,2004,must,go,txt,nokia,to,no,89545,collect,yours,todayfrom,only,1,www4tcbiz,2optout,08718726270150gbpmtmsg18,txtauction"
fraud,2023,"double,mins,double,txt,12,price,linerental,on,latest,orange,bluetooth,mobiles,call,mobileupd8,for,the,very,latest,offers,08000839402,or,call2optoutlf56"
fraud,2025,"no,1,nokia,tone,4,ur,mob,every,week,just,txt,nok,to,87021,1st,tone,free,so,get,txtin,now,and,tell,ur,friends,150ptone,16,reply,hl,4info"
fraud,2024,"congratulations,ur,awarded,either,500,of,cd,gift,vouchers,free,entry,2,our,100,weekly,draw,txt,music,to,87066,tncs,wwwldewcom,1,win150ppmx3age16"
fraud,2012,"as,a,registered,optin,subscriber,ur,draw,4,100,gift,voucher,will,be,entered,on,receipt,of,a,correct,ans,to,80062,whats,no1,in,the,bbc,charts"
fraud,2023,"claire,here,am,havin,borin,time,am,now,alone,u,wanna,cum,over,2nite,chat,now,09099725823,hope,2,c,u,luv,claire,xx,calls1minmoremobsemspobox45po139wa"
fraud,2017,"bought,one,ringtone,and,now,getting,texts,costing,3,pound,offering,more,tones,etc"
fraud,2017,"09066362231,urgent,your,mobile,no,07xxxxxxxxx,won,a,2000,bonus,caller,prize,on,020603,this,is,the,2nd,attempt,to,reach,you,call,09066362231,asap"
fraud,2022,"you,07801543489,are,guaranteed,the,latests,nokia,phone,a,40gb,ipod,mp3,player,or,a,500,prize,txt,wordcollect,to,no83355,tcllc,nyusa,150pmt,msgrcvd18"
fraud,2019,"hi,its,lucy,hubby,at,meetins,all,day,fri,i,will,b,alone,at,hotel,u,fancy,cumin,over,pls,leave,msg,2day,09099726395,lucy,x,calls1minmobsmorelkpobox177hp51fl"
fraud,2017,"your,account,has,been,credited,with,500,free,text,messages,to,activate,just,txt,the,word,credit,to,no,80488,tcs,www80488biz"
fraud,2019,"sms,ac,jsco,energy,is,high,but,u,may,not,know,where,2channel,it,2day,ur,leadership,skills,r,strong,psychic,reply,ans,wquestion,end,reply,end,jsco"
fraud,2020,"hot,live,fantasies,call,now,08707509020,just,20p,per,min,ntt,ltd,po,box,1327,croydon,cr9,5wb,0870,is,a,national,rate,call"
fraud,2021,"thanks,for,the,vote,now,sing,along,with,the,stars,with,karaoke,on,your,mobile,for,a,free,link,just,reply,with,sing,now"
fraud,2021,"our,brand,new,mobile,music,service,is,now,live,the,free,music,player,will,arrive,shortly,just,install,on,your,phone,to,browse,content,from,the,top,artists"
fraud,2021,"urgent,your,mobile,no,was,awarded,a,2000,bonus,caller,prize,on,10803,this,is,our,2nd,attempt,to,contact,you,call,08714719523,box95qu,bt,national,rate"
fraud,2021,"you,have,won,a,nokia,7250i,this,is,what,you,get,when,you,win,our,free,auction,to,take,part,send,nokia,to,86021,now"
fraud,2022,"hello,from,orange,for,1,month's,free,access,to,games,news,and,sport,plus,10,free,texts,and,20,photo,messages,reply,yes,terms,apply,wwworangecoukow"
fraud,2013,"urgent,your,mobile,number,has,been,awarded,with,a,2000,prize,guaranteed,call,09061790121,from,land,line,claim,3030,valid,12hrs,only,150ppm"
fraud,2022,"you,have,been,selected,to,stay,in,1,of,250,top,british,hotels,for,nothing,holiday,worth,350,to,claim"
fraud,2019,"hi,if,ur,lookin,4,saucy,daytime,fun,wiv,busty,married,woman,am,free,all,next,week,chat,now,2,sort,time,09099726429,janinexx,calls1minmobsmorelkpobox177hp51fl"
fraud,2023,"todays,vodafone,numbers,ending,with,0089my,last,four,digits,are,selected,to,received,a,350,award,if,your,number,matches,please,call,09063442151,to,claim,your,350,award"
fraud,2015,"free,top,ringtone,sub,to,weekly,ringtoneget,1st,week,freesend,subpoly,to,816183,per,weekstop,sms08718727870"
fraud,2016,"sunshine,quiz,wkly,q,win,a,top,sony,dvd,player,if,u,know,which,country,the,algarve,is,in,txt,ansr,to,82277,150,sptyrone"
fraud,2023,"free,msg,sorry,a,service,you,ordered,from,81303,could,not,be,delivered,as,you,do,not,have,sufficient,credit,please,top,up,to,receive,the,service"
fraud,2012,"hard,live,121,chat,just,60pmin,choose,your,girl,and,connect,live,call,09094646899,now,cheap,chat,uk's,biggest,live,service,vu,bcm1896wc1n3xx"
fraud,2019,"wow,the,boys,r,back,take,that,2007,uk,tour,win,vip,tickets,prebook,with,vip,club,txt,club,to,81303,trackmarque,ltd,infovipclub4u"
fraud,2018,"hi,this,is,mandy,sullivan,calling,from,hotmix,fmyou,are,chosen,to,receive,500000,in,our,easter,prize,drawplease,telephone,09041940223,to,claim,before,290305,or,your,prize,will,be,transferred,to,someone,else"
fraud,2017,"someone,has,conacted,our,dating,service,and,entered,your,phone,because,they,fancy,youto,find,out,who,it,is,call,from,landline,09111030116,pobox12n146tf15"
fraud,2012,"win,we,have,a,winner,mr,t,foley,won,an,ipod,more,exciting,prizes,soon,so,keep,an,eye,on,ur,mobile,or,visit,wwwwin82050couk"
fraud,2019,"todays,voda,numbers,ending,1225,are,selected,to,receive,a,50award,if,you,have,a,match,please,call,08712300220,quoting,claim,code,3100,standard,rates,app"
fraud,2020,"hottest,pics,straight,to,your,phone,see,me,getting,wet,and,wanting,just,for,you,xx,text,pics,to,89555,now,txt,costs,150p,textoperator,g696ga,18,xxx"
fraud,2014,"free,nokia,or,motorola,with,upto,12mths,12price,linerental,500,free,xnet,mins100txtmth,free,b'tooth,call,mobileupd8,on,08001950382,or,call,2optoutd3wv"
fraud,2017,"this,is,the,2nd,time,we,have,tried,2,contact,u,u,have,won,the,750,pound,prize,2,claim,is,easy,call,08718726970,now,only,10p,per,min,btnationalrate"
fraud,2012,"you,have,won,a,guaranteed,1000,cash,or,a,2000,prizeto,claim,yr,prize,call,our,customer,service,representative,on"
fraud,2024,"would,you,like,to,see,my,xxx,pics,they,are,so,hot,they,were,nearly,banned,in,the,uk"
fraud,2022,"u,have,a,secret,admirer,who,is,looking,2,make,contact,with,ufind,out,who,they,rreveal,who,thinks,ur,so,specialcall,on,09058094594"
