label,message
fraud,"speaking,of,does,he,have,any,cash,yet"
fraud,"22,days,to,kick,off,for,euro2004,you,will,be,kept,up,to,date,with,the,latest,news,and,results,daily,to,be,removed,send,get,txt,stop,to,83222"
fraud,"todays,vodafone,numbers,ending,with,4882,are,selected,to,a,receive,a,350,award,if,your,number,matches,call,09064019014,to,receive,your,350,award"
fraud,"you,have,won,1000,cash,or,a,2000,prize,to,claim,call,09050000327"
fraud,"hi,i'm,sure,i,am,20,years,old,and,work,as,a,lapdancer,i,love,sex,text,me,live,i'm,i,my,bedroom,now,text,sue,to,89555,by,textoperator,g2,1da,150ppmsg,18"
fraud,"save,yourself,the,stress,if,the,person,has,a,dorm,account,just,send,your,account,details,and,the,money,will,be,sent,to,you"
fraud,"you,have,won,a,guaranteed,1000,cash,or,a,2000,prize,to,claim,yr,prize,call,our,customer,service,representative,on,08714712394,between,10am7pm"
fraud,"you,are,awarded,a,city,break,and,could,win,a,200,summer,shopping,spree,every,week,text,store,to,88039"
fraud,"you,have,an,important,customer,service,announcement,from,premier,call,freephone,0800,542,0578,now"
fraud,"congratulations,your,awarded,either,500,of,cd,gift,vouchers,free,entry,to,our,100,weekly,draw,text,music,to,87066"
fraud,"you,have,a,secret,admirer,reveal,who,thinks,you,are,so,special,call,09065174042,to,opt,out,reply,reveal,stop,150,per,message,record,customer,care,07821230901"
fraud,"dear,voucher,holder,to,claim,this,weeks,offer,at,you,pc,please,go,to,httpwwwetlpcoukexpressoffer,tscs,apply,to,stop,texts,txt,stop,to,80062"
fraud,"do,you,want,750,anytime,any,network,mins,150,text,and,a,new,video,phone,for,only,five,pounds,per,week,call,08002888812,or,reply,for,delivery,tomorrow"
fraud,"urgent,call,09066350750,from,your,landline,your,complimentary,4,ibiza,holiday,or,10000,cash,await,collection,sae,tcs,po,box,434,sk3,8wp,150,ppm,18"
fraud,"talk,sexy,make,new,friends,or,fall,in,love,in,the,worlds,most,discreet,text,dating,service,just,text,vip,to,83110,and,see,who,you,could,meet"
fraud,"private,your,2003,account,statement,for,07808,xxxxxx,shows,800,unredeemed,s,i,m,points,call,08719899217,identifier,code,41685,expires,071104"
fraud,"hello,we,need,some,posh,birds,and,chaps,to,user,trial,prods,for,champneys,can,i,put,you,down,i,need,your,address,and,dob,asap"
fraud,"what,do,you,want,for,xmas,how,about,100,free,text,messages,a,new,video,phone,with,half,price,line,rental,call,free,now,on,0800,0721072,to,find,out,more"
fraud,"shop,till,you,drop,is,it,you,either,10k,5k,500,cash,or,100,travel,voucher,call,now,09064011000,ntt,po,box,cr01327bt,fixedline,cost,150ppm,mobile,vary"
fraud,"sunshine,quiz,wkly,q,win,a,top,sony,dvd,player,if,u,know,which,country,liverpool,played,in,mid,week,txt,ansr,to,82277,150,sptyrone"
fraud,"reminder,you,have,not,downloaded,the,content,you,have,already,paid,for,goto,httpdoit,mymoby,tv,to,collect,your,content"
fraud,"your,free,ringtone,is,waiting,to,be,collected,simply,text,the,password,mix,to,85069,to,verify,get,usher,and,britney"
fraud,"dear,matthew,please,call,09063440451,from,a,landline,your,complimentary,4lux,tenerife,holiday,or,1000,cash,await,collection"
fraud,"how,about,getting,in,touch,with,folks,waiting,for,company,just,text,back,your,name,and,age,to,opt,in,enjoy,the,community,150psms"
fraud,"your,cashbalance,is,currently,500,pounds,to,maximize,your,cashin,now,send,go,to,86688,only,150pmsg,cc,08718720201,po,box,11414,tcrw1"
fraud,"filthy,stories,and,girls,waiting,for,your"
fraud,"urgent,we,are,trying,to,contact,you,todays,draw,shows,that,you,have,won,a,800,prize,guaranteed,call,09050001808,from,land,line,claim,m95,valid12hrs,only"
fraud,"what,is,your,bank,account,number"
fraud,"please,call,our,customer,service,representative,on,freephone,0808,145,4742,between,9am11pm,as,you,have,won,a,guaranteed,1000,cash,or,5000,prize"
fraud,"panasonic,bluetoothhdset,free,nokia,free,motorola,free,doublemins,doubletxt,on,orange,contract"
fraud,"free,for,1st,week,no1,nokia,tone,for,your,mobile,every,week,just,text,nokia,to,8007,get,txting,and,tell,your,mates,wwwgetzedcouk,pobox,36504,w45wq,norm150ptone,16"
fraud,"we,know,someone,who,you,know,that,fancies,you,call,09058097218,to,find,out,who"
fraud,"1000's,flirting,now,txt,girl,or,bloke,ur,name,age,eg,girl,zoe,18,to,8007,to,join,and,get,chatting"
fraud,"18,days,to,euro2004,kickoff,you,will,be,kept,informed,of,all,the,latest,news,and,results,daily,unsubscribe,send,get,euro,stop,to,83222"
fraud,"we,have,new,local,dates,in,your,area,lots,of,new,people,registered,in,your,area"
fraud,"someone,you,know,has,asked,our,dating,service,2,contact,you,can't,guess,who,call,09058091854,now,all,will,be,revealed,po,box385,m6,6wu"
fraud,"urgent,we,are,trying,to,contact,you,todays,draw,shows,that,you,have,won,a,800,prize,guaranteed,call,09050003091,from,land,line,claim,c52,valid12hrs,only"
fraud,"dear,you,have,been,invited,to,xchat,this,is,our,final,attempt,to,contact,you,text,chat,to,86688"
fraud,"dear,subscriber,your,draw,for,100,gift,voucher,will,be,entered,on,receipt,of,a,correct,ans,when,was,elvis,presleys,birthday,txt,answer,to,80062"
fraud,"449050000301,you,have,won,a,2000,price,to,claim,call,09050000301"
fraud,"do,you,want,750,anytime,any,network,mins,150,text,and,a,new,video,phone,for,only,five,pounds,per,week,call,08000776320,now,or,reply,for,delivery,tomorrow"
fraud,"for,taking,part,in,our,mobile,survey,yesterday,you,can,now,have,500,texts,to,use,however,you,wish,to,get,txts,just,send,text,to,80160,tc,wwwtxt43com,150p"
fraud,"thank,you,winner,notified,by,sms,good,luck,no,future,marketing,reply,stop,to,84122,customer,services,08450542832"
fraud,"1000's,of,girls,many,local,to,you,who,are,virgins,to,this,are,ready,to,for,flil,your,every,sexual,need,can,you,forefil,theirs,text,cute,to,69911150p,m"
fraud,"sex,up,ur,mobile,with,a,free,sexy,pic,of,jordan,just,text,babe,to,88600,then,every,wk,get,a,sexy,celeb,pocketbabecouk,4,more,pics,16,3wk,087016248"
fraud,"you,have,1,new,voicemail,please,call,08719181503"
fraud,"win,a,year,supply,of,cds,4,a,store,of,ur,choice,worth,500,enter,our,100,weekly,draw,txt,music,to,87066,tscs,wwwldewcomsubs161win150ppmx3"
fraud,"as,a,sim,subscriber,you,are,selected,to,receive,a,bonus,get,it,delivered,to,your,door,txt,the,word,ok,to,no,88600,to,claim,150pmsg,exp,30apr"
fraud,"you,have,1,new,voicemail,please,call,08719181513"
fraud,"no,1,nokia,tone,4,ur,mob,every,week,just,txt,nok,to,87021,1st,tone,free,so,get,txtin,now,and,tell,ur,friends,150ptone,16,reply,hl,4info"
fraud,"you,are,a,winner,u,have,been,specially,selected,2,receive,1000,cash,or,a,4,holiday,flights,inc,speak,to,a,live,operator,2,claim,0871277810810"
fraud,"reply,with,your,name,and,address,and,you,will,receive,by,post,a,weeks,completely,free,accommodation,at,various,global,locations,wwwphb1com,ph08700435505150p"
fraud,"free,entry,into,our,250,weekly,comp,just,send,the,word,enter,to,84128,now,18,tc,wwwtextcompcom,cust,care,08712405020"
fraud,"please,call,08712402779,immediately,as,there,is,an,urgent,message,waiting,for,you"
fraud,"hot,live,fantasies,call,now,08707509020,just,20p,per,min,ntt,ltd,po,box,1327,croydon,cr9,5wb,0870k"
fraud,"bears,pic,nick,and,tom,pete,and,dick,in,fact,all,types,try,gay,chat,with,photo,upload,call,08718730666,10pmin,2,stop,texts,call,08712460324"
fraud,"500,new,mobiles,from,2004,must,go,txt,nokia,to,no,89545,collect,yours,todayfrom,only,1,www4tcbiz,2optout,08718726270150gbpmtmsg18,txtauction"
fraud,"double,mins,double,txt,12,price,linerental,on,latest,orange,bluetooth,mobiles,call,mobileupd8,for,the,very,latest,offers,08000839402,or,call2optoutlf56"
fraud,"no,1,nokia,tone,4,ur,mob,every,week,just,txt,nok,to,87021,1st,tone,free,so,get,txtin,now,and,tell,ur,friends,150ptone,16,reply,hl,4info"
fraud,"congratulations,ur,awarded,either,500,of,cd,gift,vouchers,free,entry,2,our,100,weekly,draw,txt,music,to,87066,tncs,wwwldewcom,1,win150ppmx3age16"
fraud,"as,a,registered,optin,subscriber,ur,draw,4,100,gift,voucher,will,be,entered,on,receipt,of,a,correct,ans,to,80062,whats,no1,in,the,bbc,charts"
fraud,"claire,here,am,havin,borin,time,am,now,alone,u,wanna,cum,over,2nite,chat,now,09099725823,hope,2,c,u,luv,claire,xx,calls1minmoremobsemspobox45po139wa"
fraud,"bought,one,ringtone,and,now,getting,texts,costing,3,pound,offering,more,tones,etc"
fraud,"09066362231,urgent,your,mobile,no,07xxxxxxxxx,won,a,2000,bonus,caller,prize,on,020603,this,is,the,2nd,attempt,to,reach,you,call,09066362231,asap"
fraud,"you,07801543489,are,guaranteed,the,latests,nokia,phone,a,40gb,ipod,mp3,player,or,a,500,prize,txt,wordcollect,to,no83355,tcllc,nyusa,150pmt,msgrcvd18"
fraud,"hi,its,lucy,hubby,at,meetins,all,day,fri,i,will,b,alone,at,hotel,u,fancy,cumin,over,pls,leave,msg,2day,09099726395,lucy,x,calls1minmobsmorelkpobox177hp51fl"
fraud,"your,account,has,been,credited,with,500,free,text,messages,to,activate,just,txt,the,word,credit,to,no,80488,tcs,www80488biz"
fraud,"sms,ac,jsco,energy,is,high,but,u,may,not,know,where,2channel,it,2day,ur,leadership,skills,r,strong,psychic,reply,ans,wquestion,end,reply,end,jsco"
fraud,"hot,live,fantasies,call,now,08707509020,just,20p,per,min,ntt,ltd,po,box,1327,croydon,cr9,5wb,0870,is,a,national,rate,call"
fraud,"thanks,for,the,vote,now,sing,along,with,the,stars,with,karaoke,on,your,mobile,for,a,free,link,just,reply,with,sing,now"
fraud,"our,brand,new,mobile,music,service,is,now,live,the,free,music,player,will,arrive,shortly,just,install,on,your,phone,to,browse,content,from,the,top,artists"
fraud,"urgent,your,mobile,no,was,awarded,a,2000,bonus,caller,prize,on,10803,this,is,our,2nd,attempt,to,contact,you,call,08714719523,box95qu,bt,national,rate"
fraud,"you,have,won,a,nokia,7250i,this,is,what,you,get,when,you,win,our,free,auction,to,take,part,send,nokia,to,86021,now"
fraud,"hello,from,orange,for,1,month's,free,access,to,games,news,and,sport,plus,10,free,texts,and,20,photo,messages,reply,yes,terms,apply,wwworangecoukow"
fraud,"urgent,your,mobile,number,has,been,awarded,with,a,2000,prize,guaranteed,call,09061790121,from,land,line,claim,3030,valid,12hrs,only,150ppm"
fraud,"you,have,been,selected,to,stay,in,1,of,250,top,british,hotels,for,nothing,holiday,worth,350,to,claim"
fraud,"hi,if,ur,lookin,4,saucy,daytime,fun,wiv,busty,married,woman,am,free,all,next,week,chat,now,2,sort,time,09099726429,janinexx,calls1minmobsmorelkpobox177hp51fl"
fraud,"todays,vodafone,numbers,ending,with,0089my,last,four,digits,are,selected,to,received,a,350,award,if,your,number,matches,please,call,09063442151,to,claim,your,350,award"
fraud,"free,top,ringtone,sub,to,weekly,ringtoneget,1st,week,freesend,subpoly,to,816183,per,weekstop,sms08718727870"
fraud,"sunshine,quiz,wkly,q,win,a,top,sony,dvd,player,if,u,know,which,country,the,algarve,is,in,txt,ansr,to,82277,150,sptyrone"
fraud,"free,msg,sorry,a,service,you,ordered,from,81303,could,not,be,delivered,as,you,do,not,have,sufficient,credit,please,top,up,to,receive,the,service"
fraud,"hard,live,121,chat,just,60pmin,choose,your,girl,and,connect,live,call,09094646899,now,cheap,chat,uk's,biggest,live,service,vu,bcm1896wc1n3xx"
fraud,"wow,the,boys,r,back,take,that,2007,uk,tour,win,vip,tickets,prebook,with,vip,club,txt,club,to,81303,trackmarque,ltd,infovipclub4u"
fraud,"hi,this,is,mandy,sullivan,calling,from,hotmix,fmyou,are,chosen,to,receive,500000,in,our,easter,prize,drawplease,telephone,09041940223,to,claim,before,290305,or,your,prize,will,be,transferred,to,someone,else"
fraud,"someone,has,conacted,our,dating,service,and,entered,your,phone,because,they,fancy,youto,find,out,who,it,is,call,from,landline,09111030116,pobox12n146tf15"
fraud,"win,we,have,a,winner,mr,t,foley,won,an,ipod,more,exciting,prizes,soon,so,keep,an,eye,on,ur,mobile,or,visit,wwwwin82050couk"
fraud,"todays,voda,numbers,ending,1225,are,selected,to,receive,a,50award,if,you,have,a,match,please,call,08712300220,quoting,claim,code,3100,standard,rates,app"
fraud,"hottest,pics,straight,to,your,phone,see,me,getting,wet,and,wanting,just,for,you,xx,text,pics,to,89555,now,txt,costs,150p,textoperator,g696ga,18,xxx"
fraud,"free,nokia,or,motorola,with,upto,12mths,12price,linerental,500,free,xnet,mins100txtmth,free,b'tooth,call,mobileupd8,on,08001950382,or,call,2optoutd3wv"
fraud,"this,is,the,2nd,time,we,have,tried,2,contact,u,u,have,won,the,750,pound,prize,2,claim,is,easy,call,08718726970,now,only,10p,per,min,btnationalrate"
fraud,"you,have,won,a,guaranteed,1000,cash,or,a,2000,prizeto,claim,yr,prize,call,our,customer,service,representative,on"
fraud,"would,you,like,to,see,my,xxx,pics,they,are,so,hot,they,were,nearly,banned,in,the,uk"
fraud,"u,have,a,secret,admirer,who,is,looking,2,make,contact,with,ufind,out,who,they,rreveal,who,thinks,ur,so,specialcall,on,09058094594"
fraud,"dear,0776xxxxxxx,u've,been,invited,to,xchat,this,is,our,final,attempt,to,contact,u,txt,chat,to,86688,150pmsgrcvdhgsuite3422landsroww1j6hl,ldn,18yrs"
fraud,"urgent,please,call,09061743811,from,landline,your,abta,complimentary,4,tenerife,holiday,or,5000,cash,await,collection,sae,tcs,box,326,cw25wx,150ppm"
fraud,"call,09090900040,listen,to,extreme,dirty,live,chat,going,on,in,the,office,right,now,total,privacy,no,one,knows,your,sic,listening,60p,min,247mp,0870753331018"
fraud,"freemsg,hey,u,i,just,got,1,of,these,videopic,fones,reply,wild,to,this,txt,ill,send,u,my,pics,hurry,up,im,so,bored,at,work,xxx,18,150prcvd,stop2stop"
fraud,"free,entry,in,2,a,weekly,comp,for,a,chance,to,win,an,ipod,txt,pod,to,80182,to,get,entry,std,txt,rate,tc's,apply,08452810073,for,details,18"
fraud,"more,people,are,dogging,in,your,area,now,call,09090204448,and,join,like,minded,guys,why,not,arrange,1,yourself,there's,1,this,evening,a150,minapn,ls278bb"
fraud,"you,have,won,a,guaranteed,200,award,or,even,1000,cashto,claim,ur,award,call,free,on,08000407165,18,2,stop,getstop,on,88222,php"
